-3.719838,-3.757801,-3.893669,-3.659014,-3.696090,-4.234180,-4.865579,-4.501892,-4.777721,-4.692929,-4.537953,-5.175435,-4.621516,-4.476372,-5.243191,-5.209196,-5.112308,-4.677143,-4.296938,-3.873558,-3.638438,-3.680202,-3.875257,-3.988597,-3.865436,-3.723708,-3.834359,-4.153643,-4.462380,-4.916101,-5.981554,-5.569581,-4.744932,-4.226003,-3.787194,-3.485661,-3.289724,-3.090211,-2.825765,-2.557406,-2.353075,-2.253808,-2.309014,-2.508463,-2.776962,-3.021534,-3.181322,-3.193633,-3.096250,-2.953718,-2.876927,-2.832803,-2.570380,-2.305571,-2.258316,-2.486944,-2.897892,-3.208184,-3.406928,-3.700304,-4.290972,-4.751487,-4.885397,-6.587312,-5.452841,-5.375960,-5.681609,-3.899736,-3.267256,-3.156400,-3.451767,-4.176741,-4.803718,-4.298277,-4.580621,-4.954164,-4.179698,-4.824800,-5.066913,-4.551211,-4.938780,-5.188198,-4.771870,-5.189867,-5.144169,-5.024265,-5.200462,-5.101569,-5.148932,-5.136845,-5.099056,-4.997986,-5.108718,-5.580013,-5.683377,-5.495492,-5.416857,-5.383460,-5.407384,-5.447418,-5.379671,-5.357267,-5.618402,-5.609796,-5.353264,-5.467567,-5.591571,-5.650283,-5.629181,-5.531486,-5.586159,-5.680298,-5.716128,-5.686357,-5.677113,-5.720487,-5.780955,-5.821198,-5.797329,-5.771754,-5.744757,-5.750610,-5.792314,-5.900559,-5.851500,-5.872928,-5.895102,-5.856078,-5.882027,-5.861145,-5.982359,-6.104873,-6.001875,-5.867120,-5.787806,-5.873832,-6.011635,-6.063456,-6.036622,-6.058468,-6.105222,-6.100382,-6.129940,-6.181350
-3.702186,-3.718919,-4.194457,-3.572180,-3.596485,-4.283768,-5.593761,-4.368644,-4.991652,-4.743510,-4.356555,-5.751901,-4.476576,-4.163748,-5.473693,-4.951501,-5.836317,-4.644868,-4.621567,-3.918214,-3.557438,-3.855235,-4.078648,-4.435878,-4.147069,-3.769537,-3.855300,-4.680154,-4.632291,-5.197206,-6.154850,-5.682596,-5.058956,-4.691932,-4.011185,-3.711631,-3.539665,-3.291048,-2.906261,-2.213361,-1.738171,-1.775440,-2.159745,-2.489543,-2.845004,-3.068680,-3.590858,-3.689721,-3.642467,-3.258691,-2.864400,-2.863211,-3.194972,-1.803578,-1.098205,-1.555059,-3.327537,-3.556025,-3.980242,-4.121688,-4.506948,-3.400395,-3.634732,-4.158838,-4.757738,-5.297143,-5.429626,-3.817947,-2.836668,-3.334746,-5.363720,-6.039863,-7.235909,-6.898953,-5.261950,-2.971679,-1.923955,-2.777574,-2.021065,-2.419697,-4.730163,-2.736862,-1.909181,-2.439721,-5.187110,-7.002027,-6.954002,-8.288142,-8.178478,-7.584585,-7.059101,-8.193436,-6.609452,-7.050612,-7.825708,-8.472650,-8.834580,-8.033188,-7.884659,-5.747354,-5.025841,-6.213061,-5.349671,-5.698576,-7.101524,-6.045069,-5.074488,-5.520854,-6.988410,-7.882110,-6.443101,-6.525990,-7.827776,-7.228915,-6.174813,-6.487731,-7.330751,-7.579792,-8.038558,-5.940194,-4.913054,-4.379538,-4.345005,-5.580218,-5.358276,-5.709070,-6.366215,-6.719851,-7.440554,-8.099574,-6.293767,-7.366479,-5.867402,-6.385078,-7.456691,-7.714094,-7.989862,-7.130030,-5.767764,-5.996375,-7.574878,-8.209235,-8.951674,-7.159634
-3.774923,-3.770218,-5.017203,-3.595747,-3.625023,-4.542172,-6.216156,-4.269228,-4.782387,-4.618846,-4.390490,-5.040212,-4.361857,-4.018406,-4.556599,-4.701079,-5.440342,-4.719347,-4.818715,-3.985709,-3.690369,-5.117365,-4.550653,-5.594563,-5.604928,-4.450460,-4.150110,-5.213324,-4.904758,-5.988821,-5.875370,-5.334033,-6.403575,-6.697141,-5.096443,-5.862796,-6.090413,-5.580121,-4.485265,-3.222021,-2.353123,-2.732191,-4.882701,-4.616313,-5.266947,-4.892419,-5.007065,-7.054994,-6.477146,-5.522521,-5.738975,-5.489663,-5.081815,-1.972107,-1.188583,-1.808651,-4.931580,-7.402162,-5.837987,-5.307110,-4.485039,-3.639566,-3.343071,-3.658061,-4.618556,-5.288444,-5.662999,-4.321401,-3.049794,-3.127789,-4.325342,-5.756686,-6.530881,-7.354934,-5.610413,-2.985109,-2.027452,-2.088237,-2.023387,-2.543431,-5.783032,-2.897366,-2.023143,-2.609781,-5.915367,-6.563397,-6.982421,-7.650645,-6.805667,-6.260159,-6.275786,-6.408689,-5.709959,-5.879650,-7.249379,-7.652845,-7.448008,-7.376340,-8.403011,-6.592824,-6.101284,-6.215485,-5.760534,-6.221316,-8.529844,-6.599780,-5.489285,-5.794187,-7.275386,-6.259505,-5.627256,-6.480889,-7.871714,-8.017155,-6.960080,-7.130794,-7.492057,-7.887970,-8.768137,-6.805380,-5.742407,-5.202875,-5.298487,-6.095512,-5.641192,-5.978034,-7.123520,-7.661850,-8.042020,-8.215652,-7.066357,-6.914654,-8.766286,-7.949569,-7.927524,-8.517737,-9.153479,-7.115296,-5.881934,-6.168933,-7.948356,-8.868423,-8.072647,-8.726594
-3.909877,-3.891748,-5.631682,-3.737353,-3.730078,-5.105488,-5.037038,-4.181612,-4.296622,-4.509386,-4.687510,-4.697894,-4.378956,-4.061053,-4.209147,-4.589846,-5.131569,-5.006708,-4.453424,-3.754676,-3.713169,-4.351956,-4.443088,-5.923366,-6.118879,-5.340252,-4.584391,-4.304519,-4.608903,-4.779004,-4.886127,-4.890996,-4.949220,-5.239695,-5.307075,-6.250767,-6.406984,-5.863400,-6.436554,-4.337883,-3.399332,-3.784324,-4.964891,-5.630778,-5.174860,-4.686722,-5.735145,-6.261602,-6.062129,-5.942802,-6.013764,-5.279613,-5.545585,-2.077936,-1.303309,-1.929972,-5.549315,-5.631141,-6.512806,-7.256179,-6.295673,-6.069788,-6.160042,-5.320032,-5.766683,-6.378194,-6.533396,-4.118167,-2.961900,-3.260258,-4.945140,-6.304029,-6.308617,-7.082623,-5.588233,-3.200763,-2.162897,-2.552340,-2.252809,-2.737384,-5.035691,-2.859999,-2.063221,-2.617054,-5.401843,-6.212534,-6.253686,-5.920313,-5.735547,-5.788343,-6.513401,-6.378983,-5.434803,-6.229595,-7.865774,-6.846295,-6.992692,-8.589630,-8.111797,-6.514139,-6.231850,-6.999081,-6.028670,-6.698359,-7.459882,-6.872437,-6.143642,-6.789697,-8.020519,-6.990797,-6.487954,-7.403095,-7.606794,-7.193577,-6.384857,-6.985733,-7.469604,-7.160699,-8.081790,-6.754117,-5.970575,-6.383510,-6.343895,-6.178345,-5.601301,-6.034452,-8.478868,-7.877822,-8.947156,-7.407090,-7.210415,-8.809737,-7.405184,-7.437384,-8.451339,-8.920872,-7.581886,-6.793036,-5.963790,-6.270436,-8.481487,-8.289047,-7.645300,-7.331945
-3.988003,-4.034063,-4.788002,-3.957734,-3.865031,-5.933666,-4.764552,-4.164378,-4.032331,-4.593746,-5.176024,-4.869019,-4.664509,-4.274349,-4.362487,-4.588592,-5.592784,-5.501182,-4.456087,-3.747913,-3.772573,-4.025195,-4.308860,-4.968275,-4.858224,-4.606715,-4.192815,-4.343551,-5.009738,-4.273839,-5.194635,-4.925754,-4.805879,-4.775729,-5.493804,-4.816544,-4.630972,-4.349370,-4.604383,-5.133573,-4.027628,-4.871537,-5.731245,-5.243770,-5.269763,-4.721086,-4.968336,-5.930784,-6.293579,-6.264157,-5.862167,-5.570216,-6.412652,-2.161864,-1.397971,-2.011137,-5.123880,-6.123908,-6.395551,-6.965549,-5.662810,-5.796119,-6.430384,-6.177625,-6.130412,-6.910001,-6.435288,-4.261842,-3.047101,-3.331164,-5.200573,-5.426048,-6.351161,-5.560222,-5.630393,-3.365706,-2.290258,-2.705982,-2.452816,-2.915779,-6.307036,-2.994366,-2.139595,-2.703866,-5.969637,-6.305392,-7.495734,-7.132590,-7.751217,-7.205526,-7.206001,-6.090978,-5.371384,-5.919701,-7.809968,-8.287509,-8.214976,-7.335323,-7.347502,-6.530872,-5.661289,-5.873037,-5.829315,-6.163649,-7.500116,-6.688414,-5.861926,-6.151770,-7.588571,-7.576801,-7.004189,-8.011065,-8.181139,-6.783669,-5.963171,-6.222816,-7.279476,-7.859868,-7.818113,-6.700541,-5.757417,-6.138196,-7.496399,-6.934138,-5.858210,-6.155125,-7.412553,-7.372515,-7.753297,-7.157485,-7.483831,-6.012955,-5.605694,-6.539309,-8.243611,-8.049475,-7.312124,-6.575371,-6.285793,-6.896523,-9.124310,-9.026876,-9.230500,-7.314676
-3.936787,-4.156914,-4.721318,-4.217728,-3.993882,-4.981157,-4.927891,-4.277343,-3.955505,-4.771971,-5.560243,-5.637255,-5.168125,-4.798904,-4.850225,-4.866464,-5.196761,-5.813207,-4.777337,-3.973532,-4.353971,-4.327704,-4.544027,-4.614645,-4.361313,-3.835123,-3.621118,-4.218038,-4.806806,-4.308398,-4.537014,-4.571721,-5.047713,-4.855760,-4.104708,-3.741500,-3.309535,-2.826944,-2.424090,-2.132526,-2.078529,-2.230504,-2.414206,-2.794414,-3.006320,-3.083310,-2.930504,-2.851875,-2.755316,-2.683251,-2.763759,-3.006082,-2.687211,-1.634571,-2.659399,-1.672205,-1.801943,-2.625707,-6.628995,-2.744632,-2.128551,-1.937596,-2.133614,-2.735187,-3.802624,-3.949624,-4.020828,-4.347079,-3.119452,-3.488030,-6.120710,-5.364693,-5.539627,-5.549025,-4.762313,-3.265600,-2.706069,-2.694808,-2.745640,-3.713615,-4.144886,-2.922549,-2.508169,-3.002930,-4.327675,-4.858303,-4.915194,-5.016988,-5.052253,-5.262167,-5.628942,-6.451933,-6.157819,-5.942270,-7.450353,-7.060025,-9.664094,-7.700894,-8.042946,-6.161972,-5.396582,-5.701811,-5.973785,-6.146156,-6.753742,-5.882856,-5.381868,-5.785134,-6.737082,-7.260257,-6.638693,-6.809378,-6.364143,-7.096957,-6.063245,-6.050459,-6.738724,-8.339432,-6.877493,-7.264692,-6.125082,-7.117933,-7.694843,-6.913693,-6.403463,-6.473426,-7.280168,-7.451119,-6.813363,-7.820414,-6.041238,-5.710814,-6.296363,-6.935846,-6.707906,-6.722407,-6.529099,-6.679849,-6.442365,-6.807574,-7.134459,-7.793816,-7.192030,-8.019740
-3.855763,-4.321199,-5.052536,-4.668716,-4.142452,-4.427927,-5.280914,-4.447548,-4.022081,-4.857257,-5.518794,-5.548364,-5.263885,-5.252546,-4.764126,-4.780982,-4.720377,-5.593654,-4.799311,-4.513360,-5.283914,-4.662123,-6.179218,-4.626864,-4.768198,-3.666188,-3.446420,-4.084595,-5.727709,-4.430186,-4.830436,-4.529185,-4.585747,-5.136981,-4.042111,-3.617175,-3.775421,-2.855906,-2.261398,-1.904737,-1.493950,-1.584834,-2.086861,-2.471914,-2.737088,-3.388480,-3.328766,-3.001725,-3.557104,-2.830966,-2.597072,-2.623828,-2.951197,-1.424220,-0.719125,-1.091358,-2.598223,-2.830511,-3.311844,-2.902963,-2.898651,-1.790745,-1.817228,-2.948653,-3.719239,-4.177946,-4.064469,-4.049235,-3.314152,-3.864735,-4.666135,-4.713695,-4.765475,-5.303796,-5.932375,-5.289933,-4.445534,-2.991676,-2.293938,-2.784980,-4.586207,-4.426996,-4.573001,-4.194235,-5.593968,-5.009409,-5.422702,-6.248600,-6.594325,-6.083757,-5.295199,-5.523887,-4.764205,-5.400550,-7.215647,-7.476131,-6.418283,-6.456675,-6.803885,-7.014940,-6.327509,-5.407520,-4.839485,-5.234698,-6.729255,-5.860391,-5.545696,-6.108378,-6.950999,-5.651337,-5.389547,-6.134576,-7.482755,-6.992224,-6.240195,-6.254161,-6.461739,-6.818889,-7.600085,-6.817111,-6.325159,-5.662208,-5.549227,-6.809062,-6.894991,-7.544774,-6.377054,-6.158822,-6.249527,-6.682665,-6.693313,-6.842794,-6.648861,-6.120532,-5.422138,-5.816635,-7.830736,-7.207122,-6.093218,-6.796913,-7.590534,-7.602650,-7.320361,-8.244786
-3.791027,-4.429096,-5.280705,-5.320505,-4.415761,-4.260272,-5.089764,-4.422163,-4.208230,-4.988967,-5.483747,-5.090744,-4.893087,-4.583224,-4.281751,-4.321183,-4.761146,-5.520618,-4.650404,-6.297933,-4.272455,-4.201187,-4.383236,-4.780070,-4.939834,-4.030585,-3.653783,-4.150494,-5.049740,-4.916788,-5.461531,-4.791729,-4.625692,-5.170086,-4.483713,-4.877990,-4.863436,-3.498459,-3.333434,-3.616255,-2.022532,-2.287723,-4.285299,-5.027329,-4.141953,-4.644871,-4.194804,-4.589343,-4.443778,-4.112340,-6.291426,-6.012259,-4.111469,-1.575919,-0.798492,-1.437534,-4.996492,-4.880670,-4.205183,-3.567678,-4.711949,-2.908401,-2.764908,-2.875375,-3.696241,-3.820238,-4.338608,-3.874295,-3.044420,-3.559193,-5.009320,-5.674206,-5.100634,-5.369954,-6.057906,-6.526692,-4.898962,-3.355601,-2.390937,-2.819031,-4.268766,-3.953586,-3.586275,-3.509459,-3.816113,-4.418309,-4.755620,-5.250467,-5.913294,-6.707416,-6.376163,-6.508026,-5.456986,-5.246778,-5.756744,-6.581539,-7.178661,-7.007767,-7.677686,-8.067407,-6.950414,-6.084920,-4.985063,-5.491271,-6.613319,-7.023369,-7.392293,-6.649657,-6.459159,-7.061503,-5.903101,-5.927166,-6.074851,-6.149259,-6.493500,-7.424314,-9.694853,-7.328282,-6.617381,-7.633190,-6.038792,-5.522714,-5.902606,-6.077203,-5.386621,-5.867487,-6.934211,-6.540322,-9.787043,-6.374475,-5.411786,-5.826397,-8.573793,-7.098844,-7.600971,-8.459595,-7.748700,-7.373794,-7.082953,-7.840036,-8.502318,-7.179955,-6.766471,-6.930980
-3.762644,-4.076180,-4.917503,-4.947180,-5.060644,-4.318328,-4.577963,-4.415636,-4.522176,-5.170075,-5.779138,-4.945616,-4.747010,-4.263810,-4.074220,-4.233062,-4.853001,-6.474117,-4.424663,-4.295459,-3.762126,-3.843358,-4.344502,-4.624764,-4.773688,-5.071397,-4.185420,-4.545574,-5.558087,-5.710676,-5.188392,-5.012952,-4.975287,-5.377089,-5.020057,-6.025991,-4.957429,-4.900476,-4.521806,-3.593884,-2.761107,-3.005151,-3.779861,-4.189832,-4.483538,-6.109613,-5.180439,-5.074151,-4.991090,-4.688210,-4.707674,-5.826542,-4.444793,-1.708957,-0.927612,-1.552337,-4.956567,-4.718807,-5.300274,-4.096454,-3.090013,-2.235986,-1.845191,-2.018386,-2.675110,-2.971631,-2.750073,-1.390489,-0.772489,-1.079472,-2.393868,-4.380841,-5.979064,-6.324536,-5.554273,-5.740439,-6.392828,-3.453850,-2.601619,-3.160266,-6.891505,-6.598894,-6.621942,-6.846872,-6.742685,-6.127384,-6.763536,-6.306328,-6.114351,-4.912502,-4.725188,-4.129318,-2.812629,-3.063796,-4.736527,-6.192853,-7.328132,-7.057998,-8.289701,-7.746043,-6.331790,-6.626687,-5.718505,-5.741516,-7.305672,-6.664779,-6.037515,-6.256114,-6.851022,-6.662016,-5.969596,-6.569744,-7.690965,-7.756019,-9.264146,-6.409812,-5.780434,-6.153979,-7.383399,-7.742087,-8.954715,-9.129637,-7.845430,-6.754413,-6.501585,-7.024985,-7.577173,-7.226964,-7.311159,-7.248207,-6.199816,-6.452576,-8.304469,-8.916168,-8.263000,-7.041346,-6.960773,-7.931793,-9.132129,-6.752949,-5.323114,-5.466713,-7.001224,-7.868314
-3.796610,-3.707259,-4.232563,-4.496014,-5.587283,-4.569484,-4.393716,-4.524693,-5.026761,-5.465467,-5.640615,-4.874358,-5.230439,-4.092557,-4.230163,-4.425623,-5.056728,-5.705746,-4.234737,-3.706457,-3.560149,-3.986505,-4.931340,-5.139495,-5.093583,-5.022633,-4.864522,-6.148348,-5.614436,-5.627189,-5.045536,-4.889274,-4.790834,-4.564439,-4.221169,-4.655375,-4.389855,-4.454650,-4.448279,-3.707849,-3.871768,-3.387040,-3.476535,-3.626707,-3.467247,-3.963056,-4.464517,-4.698658,-5.874780,-4.539937,-3.699679,-3.569799,-3.530113,-1.773734,-1.143754,-1.520218,-3.257831,-3.287903,-3.404546,-3.655497,-3.541047,-4.491398,-3.306861,-4.864108,-4.198407,-5.495836,-4.335326,-1.910562,-0.702143,-0.979545,-2.966480,-4.596541,-5.646256,-6.001783,-6.476247,-6.555616,-6.017982,-3.793532,-2.830778,-3.308426,-5.895156,-7.314385,-8.362287,-7.239352,-6.622329,-6.315643,-7.463172,-7.537752,-7.062496,-6.268277,-6.254491,-4.158172,-2.978909,-3.311505,-5.510021,-7.212687,-6.879879,-7.357833,-7.879410,-7.735411,-7.476238,-6.492039,-5.537274,-5.926282,-7.512428,-7.206034,-6.134742,-6.447703,-7.953509,-7.158617,-6.489866,-6.919290,-8.564275,-9.422298,-8.439507,-6.934119,-5.813695,-6.192663,-9.432752,-8.078761,-8.013766,-8.130096,-8.699356,-7.224651,-6.455554,-7.039920,-8.553511,-9.462996,-9.270474,-7.276026,-6.441415,-6.846381,-8.846019,-8.952082,-8.652004,-7.964181,-7.440946,-8.105267,-8.470582,-6.867068,-5.489599,-5.668946,-7.437384,-8.139748
