0.83897,-2.90648,-3.71204,-3.16812,-3.34124,-4.54396,2.42351,-10.85058,-4.14568,-1.89212,-5.14693,-3.72862,-3.24182,-3.70705,-1.36840,-2.17714,-4.64527,-6.11636,-3.18237,-1.88699,-0.02292,-10.93357,-0.89213,-1.84383,-1.91476,-4.52171,-0.43919,-6.10882,0.38705,-0.08847,0.61893,-2.01651,0.41263,1.23106,0.70817,-10.92098,-0.73237,-1.07343,0.24711,0.27274,-0.85674,-2.77021,-0.78897,4.82917,-3.90565,-1.83275,-0.19311,2.41535,-1.61394,-10.88095,5.99365,1.10694,-3.00974,-5.44079,1.99037,3.01695,-3.71015,-0.33905,-1.99519,-2.88067,-5.97267,-2.12699,-1.65130,-10.89857,0.75874,-0.38783,-4.76414,-0.37057,-2.90502,-0.09014,0.65980,0.29092,-2.18749,-2.42907,-0.06333,-0.33387,4.24453,-10.74878,-2.89342,1.37850,-1.02137,-0.70747,-2.32638,0.95872,-2.92667,-3.66778,-2.41893,-1.42002,-5.66438,-3.57493,-1.32331,-10.90591,-4.13163,-3.64936,-1.78580,-3.97279,-5.38644,-3.24750,2.90697,-2.33665,-4.47267,-3.86403,-0.45577,-4.00446,4.06657,-10.86429,-3.61063,-1.85537,-3.42551,-2.68822,-1.69312,-4.57278,0.50363,2.47716,0.40695,-5.10394,1.24039,3.03103,-0.24887,-11.15687,3.09702,0.34260,0.63315,-2.58471,2.05724,-3.02147,-1.31173,-0.16532,-1.98179,-3.92611,-1.17959,-0.52670,-0.27308,-10.76780,2.89796,-2.54323,-4.56291,-1.27039,0.72993,0.33636,-0.95942,7.53539,-1.76619,1.82376,-2.48593,4.70972,1.10962,-10.79736,5.01019,7.90809,-3.35931,-0.48580,2.04082,6.42402,-1.39246,-1.43833,-0.51896,-2.69490,-1.71412,-1.11177,1.32312,-10.77032,-1.12312,-2.83070,-0.85861,-1.39003,-4.00800,-0.50763,-0.57332,2.53270
0.87811,-2.76301,-3.93141,-3.06209,-3.52926,-4.73674,2.27393,-12.27877,-4.32211,-2.12748,-5.20233,-3.99609,-3.38423,-3.68054,-0.96731,-1.76651,-4.64298,-6.40175,-3.25743,-2.09236,0.17405,-12.31486,-1.03665,-1.80134,-2.02834,-4.70299,-0.17012,-6.02101,0.31553,-0.12000,0.49924,-2.65151,-0.19514,0.65899,0.60656,-12.32305,-0.87486,-1.50041,0.06494,0.11806,-1.06130,-2.88371,-0.62803,5.33941,-3.95408,-1.85982,-0.39574,2.30534,-1.38453,-12.24486,6.08942,1.30150,-2.92977,-5.37851,2.12421,3.20600,-3.89309,-0.13655,-2.18857,-3.17463,-5.81772,-2.11464,-1.93954,-12.25120,0.82300,-0.52999,-4.85159,-0.86486,-3.12606,-0.38730,0.66723,0.41190,-2.48343,-2.61486,-0.35878,-0.57655,4.16473,-12.03544,-3.15818,1.13193,-1.31483,-0.91737,-2.31840,0.75748,-2.95293,-3.47363,-2.75174,-2.03014,-6.00624,-3.65342,-1.42537,-12.32768,-4.32250,-3.75601,-2.03079,-4.32633,-5.30146,-3.34989,2.86284,-2.36432,-4.53173,-3.93273,-0.78707,-4.13843,3.89033,-12.25820,-4.08913,-2.19510,-3.49751,-2.97753,-1.84905,-4.64052,0.79110,2.86496,0.04838,-5.18569,1.28785,2.67032,-0.19927,-12.55594,2.84915,0.39329,0.45390,-3.05246,1.95544,-2.89285,-1.49451,-0.00669,-2.27040,-4.43624,-1.68959,-0.96826,-0.55804,-12.11570,2.92550,-2.69115,-4.77668,-1.62393,0.38206,-0.02684,-1.23987,7.56962,-1.98664,1.18730,-2.76533,4.40915,0.81467,-12.22875,4.68381,7.83812,-3.53895,-0.80015,1.72628,6.25016,-1.85304,-1.08810,-0.96673,-2.85630,-2.02073,-1.08667,0.84952,-12.14650,-1.34642,-2.91174,-1.03406,-1.93825,-4.08437,-0.65593,-0.44100,2.50793
0.59182,-2.86875,-4.08216,-3.32744,-3.67115,-4.84328,2.03897,-12.55972,-4.39085,-2.43242,-5.03988,-4.19487,-3.54101,-3.93447,-0.91978,-1.61792,-4.60564,-6.31191,-3.22466,-1.94188,0.03564,-12.56501,-1.11061,-1.90360,-2.12622,-4.87457,0.15756,-6.13082,0.41578,0.08926,0.33550,-2.80843,-0.36187,0.71585,0.44191,-12.60769,-0.68899,-1.73800,-0.06948,-0.15894,-0.80711,-2.81128,-0.30670,5.72403,-3.66889,-1.68456,-0.48808,2.41065,-1.17503,-12.48893,6.15211,1.57656,-2.68976,-4.98446,2.55112,3.69282,-3.85197,-0.01850,-2.22750,-3.38105,-5.61529,-2.05464,-1.91514,-12.51145,0.94435,-0.55782,-4.84631,-1.08554,-3.03807,-0.15126,0.27475,0.31252,-2.64623,-2.57856,-0.74792,-0.82249,3.70855,-12.29629,-3.25671,0.90013,-1.53273,-1.03101,-2.58919,0.55017,-3.01081,-3.51471,-3.02088,-2.43637,-5.95353,-3.78971,-1.43967,-12.60199,-4.52737,-3.94822,-2.08574,-4.44299,-5.45504,-3.72830,2.50062,-2.57258,-4.56718,-4.09841,-1.18036,-4.38505,3.38182,-12.52968,-4.48021,-2.58755,-3.48162,-3.29292,-2.14670,-5.07576,0.95010,2.80574,-0.20538,-5.30440,1.26842,2.32021,-0.22362,-12.81897,2.36291,0.21559,0.26379,-3.45987,1.88642,-2.77779,-1.30169,0.37814,-2.17324,-4.40561,-1.62111,-0.88986,-0.59927,-12.36905,3.01565,-2.50289,-4.68376,-1.68689,0.47081,0.18349,-1.03946,7.62881,-1.87319,1.07025,-2.71545,4.20587,0.91580,-12.57577,4.77250,7.71677,-3.61514,-0.76587,1.59712,6.46388,-2.02765,-0.71630,-1.13722,-2.93781,-2.42687,-1.10008,0.69914,-12.40741,-1.17348,-2.63860,-1.12267,-1.98482,-4.11174,-0.56955,-0.32669,2.61704
0.44155,-2.93388,-4.18107,-3.41820,-3.69429,-4.96204,1.86474,-12.36167,-4.47654,-2.56759,-4.88636,-4.40632,-3.80741,-4.13713,-0.86893,-1.68069,-4.51161,-6.28424,-3.30176,-1.99620,-0.04249,-12.36223,-1.27453,-1.99712,-2.10307,-4.91066,0.37513,-6.21214,0.54058,0.22688,0.26907,-2.84199,-0.33031,0.83433,0.30346,-12.40468,-0.57557,-1.89434,-0.01151,-0.31363,-0.46049,-2.65720,-0.03795,6.22016,-3.31223,-1.28472,-0.40962,2.76411,-1.06337,-12.28059,6.48916,1.86631,-2.44008,-4.58486,2.97393,4.15571,-3.59838,0.31907,-2.00627,-3.24578,-5.35207,-1.84785,-1.67439,-12.33619,1.44253,-0.30375,-4.74066,-0.84083,-2.71278,0.25906,-0.02691,0.29656,-2.59433,-2.61931,-1.09749,-0.91724,3.38910,-12.11508,-3.11736,0.85180,-1.60859,-0.95250,-2.56856,0.52298,-3.12688,-3.68268,-3.12629,-2.65786,-5.91554,-3.83642,-1.49319,-12.41667,-4.73089,-4.15354,-2.04367,-4.43167,-5.36610,-3.96491,2.44579,-2.70697,-4.48717,-3.96333,-1.16410,-4.32780,3.15065,-12.34554,-4.69760,-2.83947,-3.28032,-3.36232,-2.09732,-5.29743,1.18823,2.68009,-0.25092,-5.23679,1.43732,2.09753,-0.21623,-12.62141,2.05599,0.01212,0.23123,-3.63920,1.86721,-2.70172,-1.18421,0.45490,-2.16456,-4.53066,-1.57262,-1.01342,-0.67322,-12.16875,2.90736,-2.43374,-4.65400,-1.68022,0.49325,0.33006,-1.09548,7.50457,-1.84643,0.87110,-2.69177,4.02693,0.79326,-12.43298,4.69968,7.43278,-3.70291,-0.69797,1.37078,6.47242,-2.26958,-0.52179,-1.25114,-2.72219,-2.58211,-1.15603,0.42628,-12.21135,-1.14322,-2.45280,-1.16551,-2.01108,-4.38751,-0.52744,-0.24038,2.62936
0.36556,-2.95016,-4.21870,-3.50511,-3.72766,-5.11077,1.78245,-12.29679,-4.60894,-2.56626,-4.68886,-4.61985,-4.24580,-4.35663,-0.83045,-1.78903,-4.38466,-6.28098,-3.55577,-2.19400,-0.16493,-12.28041,-1.53727,-2.09438,-2.07479,-4.97105,0.52298,-6.29424,0.61742,0.41756,0.10408,-2.93638,-0.37855,0.85410,0.03532,-12.34257,-0.44485,-2.14889,-0.02858,-0.59053,-0.08480,-2.49470,0.28453,6.97744,-2.82130,-0.72720,-0.32031,3.32652,-1.02325,-12.23234,6.98857,2.22594,-2.09105,-4.09479,3.48960,4.61894,-3.25142,0.84775,-1.68528,-3.04311,-5.06180,-1.53306,-1.43739,-12.29862,2.14765,0.02407,-4.61080,-0.55727,-2.19839,0.81677,-0.41368,0.33863,-2.55394,-2.69108,-1.68971,-1.07986,2.94429,-12.06475,-2.93648,0.89848,-1.79280,-0.89180,-2.47006,0.58883,-3.24130,-3.86873,-3.19012,-2.90431,-5.79590,-3.82947,-1.55192,-12.38052,-5.05097,-4.34990,-1.92583,-4.34290,-5.21982,-4.22436,2.49582,-2.84123,-4.31690,-3.69327,-1.06968,-4.25914,2.93360,-12.29669,-4.94766,-3.18037,-2.95598,-3.36948,-1.98800,-5.58668,1.47575,2.46409,-0.41898,-5.24176,1.57557,1.61371,-0.19885,-12.55935,1.66652,-0.27675,0.11065,-3.93804,1.65717,-2.77584,-1.10721,0.44725,-2.16224,-4.83305,-1.57418,-1.29707,-0.85032,-12.13005,2.57703,-2.42734,-4.56097,-1.73277,0.41877,0.39071,-1.24767,7.27133,-1.93623,0.53432,-2.64221,3.70864,0.46761,-12.44126,4.46709,6.89832,-3.87696,-0.79680,0.90995,6.33964,-2.53556,-0.19825,-1.44737,-2.34645,-2.81703,-1.25979,0.07711,-12.16546,-1.13924,-2.14975,-1.33643,-2.16872,-4.79613,-0.42436,-0.09375,2.63384
0.44117,-2.86794,-4.28040,-3.61086,-3.62193,-5.29590,1.73826,-12.44891,-4.77692,-2.53806,-4.53102,-4.97257,-4.80689,-4.67592,-0.79181,-1.94015,-4.31433,-6.44052,-3.95210,-2.66782,-0.28570,-12.39545,-1.95645,-2.18718,-2.09559,-4.99409,0.57187,-6.23006,0.65714,0.75284,-0.14357,-3.05266,-0.42236,0.88828,-0.23664,-12.50936,-0.31082,-2.30296,-0.05796,-0.92268,0.31316,-2.20224,0.49667,7.78590,-2.31426,-0.04801,-0.34969,3.90046,-1.12530,-12.36738,7.52243,2.46859,-1.78657,-3.63253,3.92184,4.95488,-2.71510,1.61027,-1.36202,-2.73423,-4.73703,-1.18395,-1.10451,-12.46251,2.92364,0.45968,-4.54819,-0.29348,-1.49750,1.47985,-0.74641,0.42676,-2.49283,-2.92688,-2.39826,-1.26006,2.55914,-12.20178,-2.73881,1.01258,-1.95243,-0.82636,-2.20243,0.63786,-3.20625,-4.03534,-3.17945,-3.07536,-5.55839,-3.76135,-1.52988,-12.56077,-5.47140,-4.52110,-1.78380,-4.11826,-4.80457,-4.29945,2.68962,-2.71001,-4.14080,-3.22895,-0.83121,-4.00734,2.78503,-12.43121,-4.99829,-3.41914,-2.63999,-3.34843,-1.58055,-5.70160,1.76223,2.23426,-0.57770,-5.21307,1.68448,1.00016,-0.15988,-12.72019,1.39284,-0.68206,-0.03742,-4.05235,1.37881,-2.90302,-1.01872,0.44398,-2.21741,-5.20636,-1.57187,-1.60554,-1.01285,-12.29171,2.10084,-2.47482,-4.46992,-1.81499,0.38078,0.39358,-1.66708,6.79753,-2.24439,0.03911,-2.71716,3.15499,-0.14380,-12.64140,3.94645,6.06252,-4.15731,-1.20019,0.18810,5.93801,-2.65171,0.10390,-1.76902,-1.86345,-2.86232,-1.42277,-0.23453,-12.31567,-1.41522,-1.91627,-1.58721,-2.47631,-5.27113,-0.36815,0.09798,2.54889
0.59510,-2.84897,-4.28887,-3.85290,-3.45140,-5.55113,1.74272,-12.66112,-4.96192,-2.59268,-4.36695,-5.29857,-5.36731,-5.00693,-0.84960,-2.10653,-4.32453,-6.68446,-4.36143,-3.18632,-0.43738,-12.59715,-2.38588,-2.28005,-2.18009,-5.03757,0.50169,-6.10427,0.59015,1.07776,-0.44699,-3.11329,-0.45590,0.88827,-0.48958,-12.74453,-0.22762,-2.35319,-0.10803,-1.25935,0.54465,-1.93358,0.65699,8.42362,-1.83727,0.61440,-0.36013,4.35583,-1.22474,-12.57124,7.86728,2.63075,-1.52233,-3.18654,4.18379,5.13924,-2.15256,2.30093,-1.13196,-2.47863,-4.49464,-0.87875,-0.76470,-12.67724,3.56826,0.82848,-4.55631,-0.19790,-0.83966,2.08369,-0.96244,0.50105,-2.38179,-3.21051,-3.05516,-1.39835,2.33267,-12.40318,-2.57443,1.16212,-2.02658,-0.68298,-1.89014,0.66839,-2.99677,-4.03840,-3.00507,-3.07544,-5.17144,-3.49180,-1.37015,-12.79423,-5.72125,-4.56048,-1.55129,-3.79502,-4.22038,-4.17292,2.81502,-2.44764,-3.97720,-2.74353,-0.68723,-3.71943,2.61546,-12.60028,-4.83901,-3.49049,-2.38793,-3.32780,-1.16550,-5.69529,1.95722,2.01361,-0.76941,-5.26431,1.68808,0.40812,-0.12395,-12.93946,1.23757,-1.04558,-0.27779,-4.05981,1.17708,-3.02283,-1.06345,0.40946,-2.22277,-5.56488,-1.57447,-1.78704,-1.22803,-12.49337,1.63378,-2.52172,-4.35264,-1.87898,0.36171,0.31652,-2.11601,6.19186,-2.62377,-0.38684,-2.81647,2.56932,-0.74341,-12.87785,3.26180,5.08935,-4.49952,-1.71914,-0.56520,5.50251,-2.62250,0.38175,-2.08370,-1.38962,-2.77654,-1.58459,-0.47287,-12.54723,-1.72543,-1.71059,-1.82064,-2.82707,-5.66399,-0.33076,0.25765,2.48855
0.66228,-2.81006,-4.28735,-4.05164,-3.35087,-5.68439,1.72342,-12.80080,-5.02570,-2.57904,-4.25577,-5.53226,-5.77257,-5.22096,-0.93019,-2.29281,-4.29754,-6.84923,-4.64221,-3.57476,-0.51615,-12.71721,-2.73669,-2.31981,-2.23044,-5.00485,0.34550,-5.91902,0.54193,1.31170,-0.67575,-3.06798,-0.41950,0.94456,-0.59462,-12.88759,-0.16256,-2.30194,-0.14448,-1.51074,0.73060,-1.69177,0.74546,8.75199,-1.49657,1.09345,-0.36025,4.64847,-1.25868,-12.69670,8.10816,2.72757,-1.35730,-2.82704,4.27209,5.16354,-1.68920,2.82254,-0.91967,-2.26531,-4.27254,-0.61996,-0.40454,-12.79811,4.09577,1.16314,-4.49350,-0.04976,-0.30109,2.53069,-1.16136,0.51477,-2.28885,-3.48727,-3.51359,-1.44114,2.16891,-12.53172,-2.33712,1.24998,-2.03455,-0.57841,-1.61586,0.65679,-2.82162,-3.96429,-2.81615,-2.97116,-4.83381,-3.18893,-1.18278,-12.92746,-5.76786,-4.46454,-1.38457,-3.45506,-3.68853,-3.98237,2.94060,-2.18683,-3.79093,-2.34107,-0.45338,-3.33546,2.57469,-12.69831,-4.57212,-3.44749,-2.16807,-3.24806,-0.75530,-5.56443,2.06655,1.77435,-0.86869,-5.24575,1.64494,-0.02370,-0.02216,-13.07870,1.15725,-1.29739,-0.48034,-3.92774,1.00661,-3.11075,-1.12757,0.31817,-2.26218,-5.82755,-1.55128,-1.89410,-1.33206,-12.60676,1.25779,-2.50552,-4.24182,-1.91630,0.33514,0.25635,-2.51181,5.60516,-2.90921,-0.70841,-2.85995,2.12985,-1.21117,-13.01692,2.71112,4.26072,-4.71887,-2.09772,-1.19511,5.00853,-2.56715,0.54658,-2.31793,-1.06087,-2.59417,-1.68215,-0.61353,-12.69731,-1.93398,-1.57609,-2.00645,-3.10787,-5.97200,-0.34009,0.30966,2.45421
0.71804,-2.76552,-4.24602,-4.18809,-3.29869,-5.71475,1.72677,-12.97195,-5.06806,-2.52089,-4.13237,-5.67019,-6.02669,-5.34040,-0.99335,-2.51578,-4.26107,-6.97236,-4.86200,-3.91165,-0.55355,-12.86832,-3.00790,-2.41459,-2.27633,-4.97874,0.12954,-5.83894,0.56977,1.52595,-0.83186,-3.00062,-0.34257,0.99055,-0.60605,-13.05791,-0.11229,-2.16113,-0.17149,-1.67509,0.89631,-1.48813,0.74618,8.89010,-1.26929,1.34400,-0.35935,4.79719,-1.29666,-12.85464,8.28537,2.78499,-1.27669,-2.59471,4.17687,5.05244,-1.38225,3.17311,-0.79913,-2.11477,-4.15026,-0.44860,-0.14360,-12.96196,4.43179,1.43650,-4.45090,0.09024,0.04232,2.80888,-1.32543,0.51810,-2.27539,-3.72008,-3.83986,-1.45427,2.02273,-12.70680,-2.11943,1.31550,-2.05527,-0.57221,-1.43945,0.60897,-2.67895,-3.89907,-2.64644,-2.83081,-4.60295,-2.98098,-1.03200,-13.08721,-5.79239,-4.35699,-1.26273,-3.19635,-3.35551,-3.85653,3.08615,-1.96536,-3.62599,-2.08164,-0.20321,-3.01441,2.60151,-12.84898,-4.33351,-3.35713,-1.99840,-3.20424,-0.40593,-5.39966,2.07615,1.55747,-0.93801,-5.25621,1.48908,-0.34538,0.01568,-13.24098,1.10944,-1.46908,-0.65002,-3.81445,0.81383,-3.22398,-1.16176,0.25703,-2.31306,-6.02667,-1.53647,-1.98973,-1.38435,-12.76540,1.00088,-2.44098,-4.14973,-1.93001,0.27590,0.25019,-2.85302,5.15521,-3.10478,-0.93219,-2.93481,1.83853,-1.58774,-13.18272,2.33484,3.66308,-4.84842,-2.37589,-1.69276,4.53775,-2.47879,0.63646,-2.46780,-0.83936,-2.46701,-1.79901,-0.64763,-12.86696,-2.09574,-1.47654,-2.18251,-3.29601,-6.21828,-0.36407,0.32850,2.46218
0.74138,-2.73140,-4.24886,-4.31361,-3.27590,-5.70190,1.72574,-13.04907,-5.08379,-2.44446,-4.06494,-5.78088,-6.11917,-5.40665,-1.05596,-2.72935,-4.19104,-7.04972,-4.98829,-4.11374,-0.55586,-12.92681,-3.21410,-2.52149,-2.26409,-4.88307,-0.03416,-5.78356,0.67070,1.74222,-0.89038,-2.82712,-0.17806,1.12206,-0.55854,-13.13166,-0.05338,-1.99210,-0.13685,-1.75027,1.08872,-1.26810,0.67510,8.89331,-1.16494,1.48148,-0.37271,4.82346,-1.37419,-12.92443,8.43169,2.77205,-1.26826,-2.50453,3.98970,4.88268,-1.14661,3.34457,-0.72542,-2.05905,-4.06556,-0.42051,0.04907,-13.03537,4.60149,1.61742,-4.41334,0.23591,0.26747,2.96072,-1.51071,0.48218,-2.28636,-3.90751,-4.03720,-1.44606,1.85124,-12.80215,-1.97019,1.32509,-2.05617,-0.60577,-1.34127,0.51998,-2.57755,-3.83570,-2.52702,-2.59529,-4.43568,-2.83054,-0.92463,-13.16088,-5.80661,-4.25762,-1.18006,-2.99589,-3.15332,-3.73075,3.32572,-1.72787,-3.47116,-1.87028,0.09377,-2.72710,2.71672,-12.92009,-4.08193,-3.20730,-1.83690,-3.14341,-0.07609,-5.22727,2.05461,1.33542,-0.94718,-5.31404,1.33884,-0.57123,0.04742,-13.30734,1.09847,-1.63224,-0.73472,-3.68287,0.66541,-3.34115,-1.14282,0.19552,-2.36532,-6.18152,-1.48135,-2.04444,-1.36401,-12.83890,0.81623,-2.36447,-4.07589,-1.91200,0.31459,0.32069,-3.12410,4.87899,-3.20918,-0.99949,-2.97835,1.76070,-1.85524,-13.24493,2.17087,3.29632,-4.85368,-2.52927,-1.99770,4.16436,-2.34752,0.68765,-2.50798,-0.61482,-2.33647,-1.87162,-0.59058,-12.93915,-2.18116,-1.38143,-2.28040,-3.36988,-6.35371,-0.33879,0.32825,2.46645
